locality,municipality,state,postcode,lat,long,bnelat,bnelong,bswlat,bswlong
"Speers Point","Lake Macquarie City Council","New South Wales",2284,-32.963333,151.627778,-32.954152,151.640690,-32.973749,151.614191
"Speewa (NSW)","The Council of the Shire of Wakool","New South Wales",2735,-35.202242,143.522315,-35.131929,143.638161,-35.259298,143.450805
"Spencer","Marathon County","Wisconsin",54479,44.757742,-90.296801,44.771974,-90.279037,44.742963,-90.316911
"Spicers Creek","Wellington Council","New South Wales",2820,-32.310817,149.156925,-32.301498,149.240979,-32.502454,149.009557
"Splitters Creek","Albury City Council","New South Wales",2640,-36.060000,146.840000,-36.015633,146.882805,-36.088420,146.812894
"Spring Farm (NSW)","Camden Council","New South Wales",2570,-34.072000,150.718000,-34.057878,150.749856,-34.078792,150.700409
"Spring Flat","Mid-Western Regional Council","New South Wales",2850,-32.653888,149.622615,-32.614144,149.655843,-32.723556,149.555913
"Spring Grove","","New South Wales",2470,-28.834059,153.102412,-28.797857,153.180700,-28.850350,153.072550
"Spring Hill (Cabonne - NSW)","","New South Wales",2800,-33.398333,149.152222,-33.372865,149.185309,-33.432829,149.108058
"Spring Ridge","","New South Wales",2343,-31.387062,150.246900,-31.248987,150.385922,-31.560150,150.073491
"Spring Terrace","","New South Wales",2798,-33.400254,149.092696,-33.378177,149.130563,-33.429327,149.036226
"Springdale Heights","Albury City Council","New South Wales",2641,-36.033000,146.950000,-36.014565,146.979405,-36.036399,146.936381
"Springfield (Gosford - NSW)","Gosford City Council","New South Wales",2250,-33.426667,151.341667,-33.408444,151.351788,-33.439373,151.329445
"Springrange","Yass Valley Council","New South Wales",2618,-35.059194,149.087004,-35.036976,149.155642,-35.126655,149.020559
"Springside (NSW)","","New South Wales",2800,-33.387613,149.046788,-33.330359,149.097145,-33.432505,148.984858
"Springvale (Wagga Wagga - NSW)","Wagga Wagga City Council","New South Wales",2650,-35.168617,147.334258,-35.157244,147.360209,-35.187979,147.304039
"Springwood (NSW)","Blue Mountains City Council","New South Wales",2777,-33.700000,150.550000,-33.655425,150.606832,-33.728750,150.542731
"St Albans (NSW)","Hawkesbury City Council","New South Wales",2775,-33.291465,150.970976,-33.196606,151.106776,-33.317363,150.919389
"St Andrews (NSW)","Campbelltown City Council","New South Wales",2566,-34.024600,150.830600,-34.011577,150.837349,-34.038324,150.823854
"St Clair (Penrith - NSW)","Penrith City Council","New South Wales",2759,-33.798700,150.782400,-33.784126,150.807612,-33.811720,150.768218
"St Fillans","Perth and Kinross","Scotland",PH6 2ND,56.390580,-4.112153,0.000000,0.000000,0.000000,0.000000
"St Georges Basin","Shoalhaven City Council","New South Wales",2540,-35.084390,150.591753,-35.070289,150.661743,-35.150098,150.529020
"St Helens Park","Campbelltown City Council","New South Wales",2560,-34.110500,150.807900,-34.093100,150.832773,-34.118347,150.797065
"St Huberts Island","Gosford City Council","New South Wales",2257,-33.499000,151.351000,-33.481407,151.352375,-33.503727,151.334796
"St Ives (NSW)","Ku-Ring-Gai Council","New South Wales",2075,-33.721360,151.168440,-33.697882,151.192026,-33.751944,151.147735
"St Ives Chase","Ku-Ring-Gai Council","New South Wales",2075,-33.711000,151.159500,-33.687956,151.176291,-33.717952,151.153947
"St Johns Park","Fairfield City Council","New South Wales",2176,-33.884700,150.907000,-33.874077,150.913821,-33.891044,150.890387
"St Leonards (NSW)","","New South Wales",2065,-33.822740,151.194217,-33.816551,151.199068,-33.828133,151.186732
"St Marys (NSW)","","New South Wales",2760,-33.758921,150.770827,-33.715173,150.790057,-33.786006,150.752162
"St Peters (NSW)","","New South Wales",2044,-33.909510,151.177230,-33.906731,151.186027,-33.925113,151.167330
"Stanbridge","Leeton Shire Council","New South Wales",2705,-34.517500,146.235556,-34.469567,146.327756,-34.554415,146.206999
"Stanford Merthyr","Cessnock City Council","New South Wales",2327,-32.824729,151.494627,-32.820171,151.500027,-32.828680,151.486347
"Stanhope Gardens","Blacktown City Council","New South Wales",2768,-33.723000,150.926000,-33.703674,150.937830,-33.727346,150.916705
"Stanmore (NSW)","Marrickville Council","New South Wales",2048,-33.894200,151.164400,-33.887527,151.173017,-33.899802,151.157947
"Stanwell Park","Wollongong City Council","New South Wales",2508,-34.228619,150.981506,-34.219893,150.996456,-34.238376,150.964711
"Stanwell Tops","Wollongong City Council","New South Wales",2508,-34.219900,150.991810,-34.212169,151.002866,-34.227221,150.949199
"Stockinbingal","","New South Wales",2725,-34.500000,147.883333,-34.340087,147.977176,-34.559566,147.765529
"Stockton (NSW)","Newcastle City Council","New South Wales",2295,-32.915000,151.784444,-32.875719,151.810123,-32.920170,151.777602
"Stokers Siding","Tweed Shire Council","New South Wales",2484,-28.400000,153.400000,-28.374214,153.455864,-28.437703,153.366708
"Stonehenge (NSW)","Glen Innes Severn Shire Council","New South Wales",2370,-29.811977,151.739355,-29.782373,151.783265,-29.877325,151.666501
"Stony Chute","","New South Wales",2480,-28.587050,153.167867,-28.558092,153.190147,-28.607658,153.122546
"Stratheden","Richmond Valley Council","New South Wales",2470,-28.745177,152.952221,-28.710694,152.985359,-28.805329,152.904961
"Strathfield (NSW)","","New South Wales",2135,-33.880810,151.083080,-33.865464,151.100994,-33.892795,151.061178
"Strathfield South","Strathfield Municipal Council","New South Wales",2136,-33.892913,151.073338,-33.885989,151.091512,-33.907463,151.067204
"Stroud","Great Lakes Council","New South Wales",2425,-32.403391,151.966265,-32.267206,152.073840,-32.444829,151.913925
"Stroud Road","Great Lakes Council","New South Wales",2415,-32.345814,151.943968,-32.264722,151.970374,-32.378836,151.897118
"Stuart Town","Wellington Council","New South Wales",2820,-32.799222,149.067588,-32.754416,149.131215,-32.901755,148.968184
"Stuarts Point","Kempsey Shire Council","New South Wales",2441,-30.810735,152.980609,-30.795475,153.004923,-30.855929,152.964577
"Stubbo","Mid-Western Regional Council","New South Wales",2852,-32.306425,149.589269,-32.205983,149.626635,-32.348288,149.499572
"Stud Park","","Victoria",3178,-37.920052,145.236680,0.000000,0.000000,0.000000,0.000000
"Suffolk Park","Byron Shire Council","New South Wales",2481,-28.687767,153.607389,-28.672169,153.618922,-28.700512,153.596630
"Summer Hill (Ashfield - NSW)","The Council of the Municipality of Ashfield","New South Wales",2130,-33.891500,151.138200,-33.886057,151.144954,-33.900888,151.129533
"Summer Hill Creek","Cabonne Shire Council","New South Wales",2800,-33.206353,149.144363,-33.185544,149.192835,-33.226964,149.117324
"Summerland Point","Wyong Shire Council","New South Wales",2259,-33.132000,151.568000,-33.130005,151.575694,-33.151689,151.552512
"Sunny Corner","","New South Wales",2795,-33.384649,149.887676,-33.336108,149.927188,-33.411890,149.832458
"Sunset Strip (NSW)","Central Darling Shire Council","New South Wales",2879,-32.270809,142.300158,-32.266886,142.370260,-32.292218,142.295504
"Sunshine (NSW)","Lake Macquarie City Council","New South Wales",2264,-33.112877,151.561785,-33.105815,151.568665,-33.118544,151.556626
"Sunshine Bay","Eurobodalla Shire Council","New South Wales",2536,-35.744220,150.206733,-35.737639,150.216703,-35.754217,150.200994
"Surf Beach (NSW)","Eurobodalla Shire Council","New South Wales",2536,-35.760005,150.205286,-35.746242,150.216247,-35.778818,150.190944
"Surfside","","Queensland",4214,-27.965504,153.371316,0.000000,0.000000,0.000000,0.000000
"Surry Hills","Council of the City of Sydney","New South Wales",2010,-33.886111,151.211111,-33.876857,151.218242,-33.892073,151.201822
"Sussex Inlet","Shoalhaven City Council","New South Wales",2540,-35.150000,150.566667,-35.103043,150.606089,-35.190992,150.510669
"Sutherland (NSW)","Sutherland Shire Council","New South Wales",2232,-34.033140,151.058300,-34.020211,151.068263,-34.049987,151.041559
"Sutton (NSW)","","New South Wales",2620,-35.164586,149.253911,-35.077016,149.284947,-35.258542,149.127055
"Sutton Forest","Wingecarribee Shire Council","New South Wales",2577,-34.566700,150.316700,-34.508589,150.359845,-34.631535,150.150422
"Swan Bay (Port Stephens - NSW)","Port Stephens Council","New South Wales",2324,-32.674076,151.922848,-32.656510,151.978827,-32.738540,151.893391
"Swan Bay (Richmond Valley - NSW)","Richmond Valley Council","New South Wales",2471,-29.086751,153.285717,-29.039197,153.335444,-29.113307,153.253644
"Swansea (NSW)","Lake Macquarie City Council","New South Wales",2281,-33.085000,151.635000,-33.067619,151.655649,-33.111268,151.615995
"Swansea Heads","Lake Macquarie City Council","New South Wales",2281,-33.093000,151.662000,-33.085826,151.665690,-33.099655,151.651335
"Sydenham (NSW)","Marrickville Council","New South Wales",2044,-33.915805,151.167994,-33.913735,151.172033,-33.920258,151.164275
"Sydney","","New South Wales",,-33.868820,151.209295,-33.578141,151.343021,-34.118347,150.520929
"Sydney Olympic Park","","New South Wales",2127,-33.848010,151.064880,-33.820384,151.083519,-33.856960,151.050290
"Sylvania","Sutherland Shire Council","New South Wales",2224,-34.012530,151.106040,-34.002641,151.120893,-34.024264,151.086129
"Sylvania Waters","Sutherland Shire Council","New South Wales",2224,-34.023180,151.111560,-34.011811,151.120022,-34.026285,151.105004
"Table Top","","New South Wales",2640,-35.968169,146.997089,-35.833731,147.125709,-36.040723,146.934240
"Tabulam","","New South Wales",2469,-28.918188,152.551703,-28.693322,152.649500,-29.001914,152.353293
"Tacoma","Pierce County","Washington",,47.252877,-122.444291,47.331984,-122.348214,47.166528,-122.565437
"Tacoma South","Wyong Shire Council","New South Wales",2259,-33.296000,151.453000,-33.285932,151.465930,-33.301645,151.448049
"Tahmoor","Wollondilly Shire Council","New South Wales",2573,-34.228844,150.590756,-34.204688,150.623175,-34.253836,150.558922
"Talbingo","Tumut Council","New South Wales",2720,-35.582188,148.303573,-35.535475,148.379383,-35.663564,148.261447
"Tallawang","Mid-Western Regional Council","New South Wales",2852,-32.265056,149.400867,-32.154431,149.540090,-32.296191,149.325943
"Tallimba","Bland Shire Council","New South Wales",2669,-34.003269,146.886993,-33.918290,147.055795,-34.180143,146.708014
"Tallong","","New South Wales",2579,-34.716667,150.083333,-34.682068,150.333530,-34.823063,150.039048
"Tallwoods Village","Greater Taree City Council","New South Wales",2430,-32.054549,152.512062,-32.048289,152.522591,-32.062633,152.498335
"Tamarama","Waverley Council","New South Wales",2026,-33.898000,151.268000,-33.896191,151.276603,-33.901418,151.265639
"Tambar Springs","","New South Wales",2381,-31.350000,149.833333,-31.221240,150.092043,-31.458797,149.671446
"Taminda","Tamworth Regional Council","New South Wales",2340,-31.083333,150.904167,-31.064291,150.923310,-31.099491,150.885641
"Tamworth","Tamworth Regional Council","New South Wales",2340,-31.092748,150.932033,-31.084029,150.941310,-31.101950,150.922818
"Tanilba Bay","Port Stephens Council","New South Wales",2319,-32.737222,151.998333,-32.719329,152.011952,-32.766772,151.959928
"Tanja","Bega Valley Shire Council","New South Wales",2550,-36.620144,149.968145,-36.592760,150.021042,-36.657559,149.907640
"Tannabar","Warrumbungle Shire Council","New South Wales",2357,-31.363183,149.258539,-31.287911,149.322293,-31.422425,149.043498
"Tantawangalo","Bega Valley Shire Council","New South Wales",2550,-36.797711,149.585326,-36.653515,149.696951,-36.829888,149.437514
"Tapitallee","Shoalhaven City Council","New South Wales",2540,-34.832052,150.518235,-34.802426,150.547582,-34.858387,150.489393
"Tarago","","New South Wales",2580,-35.087684,149.666539,-35.026103,149.760649,-35.188176,149.417039
"Taralga","Upper Lachlan Shire Council","New South Wales",2580,-34.396134,149.819227,-34.333125,149.891824,-34.482968,149.668888
"Tarbuck Bay","Great Lakes Council","New South Wales",2428,-32.363907,152.479769,-32.351392,152.494696,-32.381255,152.464581
"Tarcutta","Wagga Wagga City Council","New South Wales",2652,-35.283333,147.716667,-35.179497,147.856397,-35.397503,147.574325
"Taree","Greater Taree City Council","New South Wales",2430,-31.889490,152.444445,-31.845005,152.511537,-31.938329,152.399383
"Taree South","Greater Taree City Council","New South Wales",2430,-31.939155,152.456286,-31.918036,152.469836,-31.952781,152.435125
"Taren Point","Sutherland Shire Council","New South Wales",2229,-34.019090,151.120280,-34.005429,151.142098,-34.026624,151.115898
"Tarraganda","Bega Valley Shire Council","New South Wales",2550,-36.676434,149.869940,-36.649841,149.889205,-36.706550,149.842058
"Tarrawanna","Wollongong City Council","New South Wales",2518,-34.378333,150.888333,-34.370057,150.896496,-34.383078,150.861541
"Tarro","Newcastle City Council","New South Wales",2322,-32.808972,151.656083,-32.799633,151.706613,-32.824118,151.652048
"Tascott","Gosford City Council","New South Wales",2250,-33.454000,151.314000,-33.442627,151.335048,-33.461037,151.305198
"Tatham","","New South Wales",2471,-28.930588,153.163152,-28.886933,153.230267,-28.986773,153.119848
"Tathra","Bega Valley Shire Council","New South Wales",2550,-36.736021,149.967423,-36.699636,149.991719,-36.775042,149.941206
"Tatton","Cheshire East","England",,53.329471,-2.363491,53.351861,-2.349660,53.313609,-2.396985
"Taylors Arm","Nambucca Shire Council","New South Wales",,-30.683566,152.708987,-30.570620,152.920592,-30.796511,152.497383
"Taylors Beach (NSW)","Port Stephens Council","New South Wales",2316,-32.751111,152.067778,-32.716932,152.083969,-32.757948,152.054697
"Tea Gardens","Great Lakes Council","New South Wales",2324,-32.659597,152.152393,-32.565172,152.239009,-32.688713,152.076343
"Telarah","Maitland City Council","New South Wales",2320,-32.724167,151.531111,-32.721017,151.545888,-32.741562,151.521935
"Telegraph Point","Port Macquarie-Hastings Council","New South Wales",2441,-31.333333,152.800000,-31.303049,152.833432,-31.356969,152.734686
"Telopea","Parramatta City Council","New South Wales",2117,-33.794170,151.038020,-33.786330,151.050351,-33.801762,151.030416
"Temagog","Kempsey Shire Council","New South Wales",2440,-31.000391,152.614850,-30.952446,152.687090,-31.063428,152.556613
"Temora","Temora Shire Council","New South Wales",2666,-34.445032,147.536098,-34.349885,147.633541,-34.544781,147.412904
"Tempe","Marrickville Council","New South Wales",2044,-33.925240,151.158400,-33.915784,151.174180,-33.933791,151.155139
"Tenambit","Maitland City Council","New South Wales",2323,-32.742778,151.606667,-32.733837,151.626369,-32.754165,151.602980
"Tennyson (NSW)","Hawkesbury City Council","New South Wales",2754,-33.536944,150.737500,-33.517303,150.766080,-33.551657,150.715503
"Tennyson Point","Ryde City Council","New South Wales",2111,-33.832435,151.116938,-33.826285,151.120426,-33.837168,151.113323
"Tenterfield","Tenterfield Shire Council","New South Wales",2372,-29.057568,152.018986,-28.941878,152.206703,-29.244136,151.861471
"Teralba","Lake Macquarie City Council","New South Wales",2284,-32.965000,151.601000,-32.927815,151.624140,-32.977721,151.574864
"Terania Creek","Lismore City Council","New South Wales",2480,-28.621461,153.295858,-28.567153,153.312241,-28.676850,153.279822
"Terara","Shoalhaven City Council","New South Wales",2540,-34.869774,150.622703,-34.853721,150.647546,-34.885313,150.609638
"Termeil","Shoalhaven City Council","New South Wales",2539,-35.486853,150.336553,-35.416892,150.403881,-35.534847,150.301623
"Terramungamine","Dubbo City Council","New South Wales",2830,-32.153029,148.538398,-31.967615,148.605228,-32.193824,148.405869
